測站,日期,測項,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Unnamed: 27
新莊,2023/01/12 00:00:00,WIND_SPEED,2.7,1.4,1.6,0.2,1.6,1.9,0.2,1.5,1.6,0.4,0.9,2.3,3.7,3.3,4.4,2.9,2,0.8,1.5,2.6,0.2,2,0.2,0.2,
新莊,2023/01/13 00:00:00,RAINFALL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
新莊,2023/01/13 00:00:00,WIND_DIREC,54,214,164,85,248,224,231,66,111,84,26,233,77,117,32,31,256,18,233,53,52,42,150,209,
新莊,2023/01/13 00:00:00,WIND_SPEED,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,1,0.2,1.1,1.3,2.9,1.9,1.1,0.2,0.9,1.7,1.7,0.2,0.2,0.2,
新莊,2023/01/14 00:00:00,RAINFALL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,
新莊,2023/01/14 00:00:00,WIND_DIREC,26,278,186,128,165,173,9,152,66,92,262,256,254,240,250,252,240,249,190,357,5,25,13,20,
新莊,2023/01/14 00:00:00,WIND_SPEED,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,3.1,3.6,3.1,4.2,2.9,0.2,1.6,0.2,0.2,3.5,4,1.7,1.7,
新莊,2023/01/15 00:00:00,RAINFALL,5.5,4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
新莊,2023/01/15 00:00:00,WIND_DIREC,230,27,0,13,18,88,92,95,88,90,89,90,70,36,84,81,68,50,45,28,32,62,55,40,
新莊,2023/01/15 00:00:00,WIND_SPEED,1,3.6,3.2,3.1,1.6,3.4,3.5,4.2,3.8,4.4,3.9,3.9,4.4,3.5,3.9,4.4,3.8,3.1,2.8,3.9,4.1,4,3.2,2.8,
新莊,2023/01/16 00:00:00,RAINFALL,0,0,0,0,0,0,0,0,0,0,#,0,0,0,0,0,0,0,0,0,0,0,0,0,
新莊,2023/01/16 00:00:00,WIND_DIREC,68,20,19,24,21,12,18,18,39,85,74,64,71,63,36,40,44,75,80,86,87,93,92,89,
新莊,2023/01/16 00:00:00,WIND_SPEED,2.5,3.8,3.8,3.2,4.2,4.4,4.7,3.8,2.3,3.3,4.3,4.5,4.5,4,4.3,3.4,2.5,3.5,3.3,2.8,3.2,2.3,3.2,2.4,
新莊,2023/01/17 00:00:00,RAINFALL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#,0,0,0.5,
新莊,2023/01/17 00:00:00,WIND_DIREC,91,100,93,82,91,77,76,61,39,56,91,92,79,87,89,84,81,86,21,7,#,11,9,15,
新莊,2023/01/17 00:00:00,WIND_SPEED,2,2.2,3.3,1.4,2.2,2.3,2.2,2.3,2.2,2.5,2.4,3,4.2,3.4,3.4,3.1,2.7,2.7,1.8,1.4,#,3.2,2.5,3.8,
新莊,2023/01/18 00:00:00,RAINFALL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
新莊,2023/01/18 00:00:00,WIND_DIREC,7,10,6,7,9,4,3,7,9,11,7,7,9,5,12,6,26,63,70,84,91,75,91,88,
新莊,2023/01/18 00:00:00,WIND_SPEED,4.1,4.6,4.4,4.3,4,4.3,3.2,3.3,3.8,3,3.7,4.2,3.7,3.7,3.5,3.3,1.8,2.7,3,2.5,3.4,2.5,3.3,3,
新莊,2023/01/19 00:00:00,RAINFALL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
新莊,2023/01/19 00:00:00,WIND_DIREC,88,98,84,88,80,69,81,80,69,55,64,53,67,63,62,53,52,69,70,74,62,59,52,56,
新莊,2023/01/19 00:00:00,WIND_SPEED,3.4,3.3,2.8,2.4,2.6,2.6,2.8,3.5,4.7,5.8,5.3,6.1,5.8,5.6,6.1,5,5.1,4.4,2.8,3.4,3.5,3.7,4,4.6,
新莊,2023/01/20 00:00:00,RAINFALL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
新莊,2023/01/20 00:00:00,WIND_DIREC,70,48,45,40,69,80,90,61,79,76,84,78,72,82,86,87,83,75,80,76,86,78,82,75,
新莊,2023/01/20 00:00:00,WIND_SPEED,3.7,3.9,3.8,4.4,1.9,2.6,3.2,5.4,4.3,4.6,4.2,4.4,4.1,3.8,4.3,4.5,4,3.5,3.9,3.5,4.4,4.1,2.9,3.6,
新莊,2023/01/21 00:00:00,RAINFALL,0,0,0,0,0,0,0.5,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
新莊,2023/01/21 00:00:00,WIND_DIREC,77,66,70,72,92,80,86,84,83,81,82,83,61,58,57,54,57,59,46,46,50,358,202,223,
新莊,2023/01/21 00:00:00,WIND_SPEED,4.2,3.7,4,3,3.5,2.4,2.5,1.4,2,2.6,3.1,3,3.9,4.2,4.3,4.8,4.1,3.5,3.3,3.7,2.5,0.3,1.5,1.8,
新莊,2023/01/22 00:00:00,RAINFALL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
新莊,2023/01/22 00:00:00,WIND_DIREC,194,214,224,227,241,324,11,12,23,57,126,25,97,9,17,25,16,24,48,16,3,11,105,192,
新莊,2023/01/22 00:00:00,WIND_SPEED,0.8,0.5,1.6,1.5,1.8,0.2,1.3,2.2,1,1.6,0.5,1.1,1.2,3.5,2.4,0.7,1.5,3.4,1.6,0.2,0.2,0.2,0.2,0.2,
新莊,2023/01/23 00:00:00,RAINFALL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
新莊,2023/01/23 00:00:00,WIND_DIREC,276,8,297,110,189,268,347,91,87,80,73,58,83,34,10,14,9,8,8,28,6,9,6,16,
新莊,2023/01/23 00:00:00,WIND_SPEED,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.6,1.9,2.5,2.8,4.1,1.7,1.3,3,5.9,4.3,3.7,2.8,1.9,3.6,4.9,5.7,6.4,
新莊,2023/01/24 00:00:00,RAINFALL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
新莊,2023/01/24 00:00:00,WIND_DIREC,10,7,20,23,29,31,28,28,31,26,29,21,32,32,25,26,50,61,68,70,74,68,61,54,
新莊,2023/01/24 00:00:00,WIND_SPEED,6.9,6.9,7.3,6.6,7.6,7.1,6.3,6.2,5.3,7,5.8,5.7,6.5,5.2,6.2,6.1,4.8,4.4,4.6,4.7,5.1,4.9,5.7,5.1,
新莊,2023/01/25 00:00:00,RAINFALL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
新莊,2023/01/25 00:00:00,WIND_DIREC,43,61,71,94,93,88,92,90,57,81,82,64,74,69,66,93,75,75,63,62,59,59,52,53,
新莊,2023/01/25 00:00:00,WIND_SPEED,4.9,4.9,2.6,3.6,3.3,3.2,3.9,4.3,4.1,3.7,6.3,6.2,6,4.9,5.8,4.5,4.6,4.2,4.3,3.5,4.4,4,3.3,2.8,
新莊,2023/01/26 00:00:00,RAINFALL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
新莊,2023/01/26 00:00:00,WIND_DIREC,41,172,162,169,201,169,175,247,24,152,255,260,258,257,32,35,19,26,54,12,18,212,10,251,
新莊,2023/01/26 00:00:00,WIND_SPEED,2.3,0.8,0.8,0.4,0.2,0.8,0.4,0.2,1.7,1,2.2,3.8,2.9,2.2,1.6,1.4,3.1,1,0.6,1,2,0.2,0.2,1.4,
新莊,2023/01/27 00:00:00,RAINFALL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
新莊,2023/01/27 00:00:00,WIND_DIREC,40,219,244,12,14,9,13,16,20,24,22,25,24,28,28,25,31,28,52,69,68,64,67,66,
新莊,2023/01/27 00:00:00,WIND_SPEED,0.4,0.2,0.3,0.3,2.5,6.5,6.4,7.9,6.4,5.9,5.6,6.7,7.1,7.3,6,6.4,4.7,4.1,4,3.3,4.1,3.8,4.1,5,
新莊,2023/01/28 00:00:00,RAINFALL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
新莊,2023/01/28 00:00:00,WIND_DIREC,38,39,35,26,20,19,23,24,22,30,28,27,24,20,19,84,74,68,78,86,91,86,92,77,
新莊,2023/01/28 00:00:00,WIND_SPEED,3.5,3.5,3.8,4.9,3.3,3.1,4.5,3.8,5.3,4.6,6.5,4.7,4.2,4.4,3.8,2,2.9,3.7,1.8,2.3,2.3,2.2,2,2.2,
新莊,2023/01/29 00:00:00,RAINFALL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
新莊,2023/01/29 00:00:00,WIND_DIREC,71,76,86,86,90,90,82,74,91,58,53,57,67,78,79,57,71,62,74,59,73,20,13,14,
新莊,2023/01/29 00:00:00,WIND_SPEED,2.5,1.6,1.4,1.6,1.9,1.6,1.5,1.3,2.8,4.9,6.8,6,5,4.3,4,5.3,4,3.6,1.9,2.9,1.4,1.3,1.3,0.9,
新莊,2023/01/30 00:00:00,RAINFALL,0,0,0,0,0,0,0,0,0,0,0,0,#,0,0,0,0,0,0,0,0,0,0,0,
新莊,2023/01/30 00:00:00,WIND_DIREC,15,31,8,20,63,64,67,55,59,61,75,69,52,51,65,61,62,75,68,58,58,55,53,60,
新莊,2023/01/30 00:00:00,WIND_SPEED,1.5,0.6,1.7,0.8,2.1,2.7,2.6,3.7,5.4,6.2,4.7,4.5,6.7,5,6.3,4.9,5.6,4.6,4.2,5.2,4.8,3.4,3.5,3.5,
新莊,2023/01/31 00:00:00,RAINFALL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
新莊,2023/01/31 00:00:00,WIND_DIREC,60,48,19,28,26,56,229,152,172,200,69,78,106,318,19,44,12,255,220,227,245,234,254,246,
新莊,2023/01/31 00:00:00,WIND_SPEED,2.4,2.4,2,1.5,0.6,0.4,0.2,0.9,0.3,0.7,0.7,0.9,1.6,1.1,4.7,1.3,1,0.8,0.2,0.2,0.2,0.2,0.2,0.2,
新莊,2023/02/01 00:00:00,RAINFALL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
新莊,2023/02/01 00:00:00,WIND_DIREC,159,237,248,239,238,191,248,8,2,6,178,15,309,43,68,223,20,7,229,50,54,262,209,24,
新莊,2023/02/01 00:00:00,WIND_SPEED,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.6,1.1,0.5,2.2,0.4,0.7,0.9,0.3,2,1.7,0.2,0.2,0.2,0.2,0.2,3.2,
新莊,2023/02/02 00:00:00,RAINFALL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
新莊,2023/02/02 00:00:00,WIND_DIREC,21,36,5,30,7,13,13,7,28,80,84,81,77,70,73,91,90,75,66,73,70,83,75,70,
新莊,2023/02/02 00:00:00,WIND_SPEED,3.5,0.4,1,2.4,2.1,2.1,1.6,1.2,0.5,2,3.7,3.5,3.8,3,3.8,4.3,3.1,3.1,3.3,3.2,4.2,3.4,3.3,3.6,
新莊,2023/02/03 00:00:00,RAINFALL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
新莊,2023/02/03 00:00:00,WIND_DIREC,71,73,68,75,67,69,61,73,78,64,62,72,58,75,84,89,75,81,73,81,88,73,61,53,
新莊,2023/02/03 00:00:00,WIND_SPEED,3,3.4,3,2.4,2.4,2.4,2.1,2.9,3.5,5.4,4.7,5.6,4.8,5.1,4.7,4.4,4.6,3.8,3.5,3.7,3.3,3.5,4.5,3.4,
新莊,2023/02/04 00:00:00,RAINFALL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
新莊,2023/02/04 00:00:00,WIND_DIREC,59,58,72,71,67,88,60,55,76,71,61,66,70,60,78,73,57,70,78,87,77,90,80,60,
新莊,2023/02/04 00:00:00,WIND_SPEED,4.1,3.8,3.6,4.1,4.6,3.1,3.8,4.5,3.7,4.5,4.8,4.7,4.4,4.1,2.9,3.5,4.8,3.3,3,3.9,3.8,3.4,3.6,3.5,
新莊,2023/02/05 00:00:00,RAINFALL,0,0.5,0,0.5,0,0.5,1.5,4,3,1,0.5,0,0,0.5,0,0,0,0,0,0.5,2,2,0.5,0.5,
新莊,2023/02/05 00:00:00,WIND_DIREC,82,82,85,336,244,201,247,90,305,229,29,5,23,41,26,25,18,28,221,17,15,202,229,226,
新莊,2023/02/05 00:00:00,WIND_SPEED,2.6,2.6,1.4,0.2,0.8,0.3,0.8,0.3,0.2,0.2,1.7,1.6,2.9,2.3,2,1,4.2,2.8,1.3,2,1.7,1,0.2,1.1,
新莊,2023/02/06 00:00:00,RAINFALL,0,0,4.5,3,3,1,2,2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
新莊,2023/02/06 00:00:00,WIND_DIREC,92,223,214,199,145,21,68,67,23,26,37,3,180,252,231,318,33,24,45,23,14,359,278,297,
新莊,2023/02/06 00:00:00,WIND_SPEED,1.3,1.2,0.8,1.4,0.7,2.1,0.7,0.2,1.4,2.7,1.7,1.1,0.3,0.2,0.6,1.1,2.6,1.7,2.2,2,1.3,0.3,0.5,0.2,
新莊,2023/02/07 00:00:00,RAINFALL,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
新莊,2023/02/07 00:00:00,WIND_DIREC,141,16,4,34,35,24,10,22,9,21,21,56,23,22,8,7,86,92,88,90,88,93,84,71,
新莊,2023/02/07 00:00:00,WIND_SPEED,0.2,1.7,1.5,1.8,1.5,1.5,1.4,0.2,3.4,2.8,2.3,2.3,3.4,1.7,2.2,1.3,3.6,3.7,3.4,3.8,3.6,4.1,3,2.6,
新莊,2023/02/08 00:00:00,RAINFALL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
