City,Date,Avg
南投縣,2023/03/13,243.0
南投縣,2023/03/14,255.52083333333331
南投縣,2023/03/15,224.41666666666669
南投縣,2023/03/16,237.72916666666669
南投縣,2023/03/17,212.52083333333331
南投縣,2023/03/18,254.14583333333331
南投縣,2023/03/19,248.125
南投縣,2023/03/20,221.9375
南投縣,2023/03/21,248.79166666666666
南投縣,2023/03/22,259.0340909090909
南投縣,2023/03/23,228.8125
南投縣,2023/03/24,228.41666666666669
南投縣,2023/03/25,243.875
南投縣,2023/03/26,219.22916666666666
南投縣,2023/03/27,224.91666666666666
南投縣,2023/03/28,201.60416666666669
南投縣,2023/03/29,221.04166666666666
南投縣,2023/03/30,229.625
南投縣,2023/03/31,198.25
南投縣,2023/04/01,191.5625
南投縣,2023/04/02,253.52083333333331
南投縣,2023/04/03,229.0625
南投縣,2023/04/04,215.70833333333331
南投縣,2023/04/05,211.60416666666669
南投縣,2023/04/06,204.6875
南投縣,2023/04/07,208.08333333333334
南投縣,2023/04/08,241.54166666666669
南投縣,2023/04/09,246.84692028985506
南投縣,2023/04/10,248.77083333333334
南投縣,2023/04/11,246.5
南投縣,2023/04/12,251.0661231884058
南投縣,2023/04/13,279.95833333333337
南投縣,2023/04/14,247.625
南投縣,2023/04/15,220.61363636363637
南投縣,2023/04/16,221.95833333333334
南投縣,2023/04/17,256.5416666666667
南投縣,2023/04/18,240.41666666666666
南投縣,2023/04/19,215.79166666666666
南投縣,2023/04/20,176.47916666666669
南投縣,2023/04/21,205.39583333333331
南投縣,2023/04/22,223.08333333333331
南投縣,2023/04/23,237.125
南投縣,2023/04/24,241.52083333333331
南投縣,2023/04/25,239.27083333333334
南投縣,2023/04/26,224.52083333333331
南投縣,2023/04/27,252.8125
南投縣,2023/04/28,233.72101449275362
南投縣,2023/04/29,246.72916666666666
南投縣,2023/04/30,225.16666666666666
南投縣,2023/05/01,281.4375
南投縣,2023/05/02,271.97916666666663
南投縣,2023/05/03,247.625
南投縣,2023/05/04,240.33333333333331
南投縣,2023/05/05,233.35416666666669
南投縣,2023/05/06,235.70833333333331
南投縣,2023/05/07,154.08333333333334
南投縣,2023/05/08,205.25
南投縣,2023/05/09,234.85416666666669
南投縣,2023/05/10,211.79166666666669
南投縣,2023/05/11,214.58333333333331
南投縣,2023/05/12,226.83423913043478
南投縣,2023/05/13,230.79166666666669
南投縣,2023/05/14,213.64583333333331
南投縣,2023/05/15,220.5625
南投縣,2023/05/16,245.77083333333331
南投縣,2023/05/17,255.54166666666666
南投縣,2023/05/18,196.1875
南投縣,2023/05/19,187.14583333333334
南投縣,2023/05/20,235.89583333333331
南投縣,2023/05/21,213.10416666666669
南投縣,2023/05/22,230.33333333333331
南投縣,2023/05/23,254.85416666666666
南投縣,2023/05/24,271.75
南投縣,2023/05/25,247.72916666666666
南投縣,2023/05/26,258.39583333333337
南投縣,2023/05/27,267.89583333333337
南投縣,2023/05/28,231.75
南投縣,2023/05/29,254.875
南投縣,2023/05/30,247.89583333333331
南投縣,2023/05/31,225.58333333333331
南投縣,2023/06/01,171.14583333333334
南投縣,2023/06/02,235.11141304347825
南投縣,2023/06/03,204.8125
南投縣,2023/06/04,208.66666666666666
南投縣,2023/06/05,212.72916666666669
南投縣,2023/06/06,211.27083333333331
南投縣,2023/06/07,230.77083333333331
南投縣,2023/06/08,194.72916666666669
南投縣,2023/06/09,226.70833333333334
南投縣,2023/06/10,238.70833333333331
南投縣,2023/06/11,212.97916666666669
南投縣,2023/06/12,204.52083333333331
南投縣,2023/06/13,216.95833333333334
南投縣,2023/06/14,187.04166666666669
南投縣,2023/06/15,189.125
南投縣,2023/06/16,220.20833333333331
南投縣,2023/06/17,211.125
南投縣,2023/06/18,216.39583333333331
南投縣,2023/06/19,253.125
南投縣,2023/06/20,230.75
南投縣,2023/06/21,249.375
南投縣,2023/06/22,236.58333333333331
南投縣,2023/06/23,202.66666666666669
南投縣,2023/06/24,218.66666666666669
南投縣,2023/06/25,239.1875
南投縣,2023/06/26,176.02083333333331
南投縣,2023/06/27,240.14583333333334
南投縣,2023/06/28,206.14583333333331
南投縣,2023/06/29,206.70833333333334
南投縣,2023/06/30,221.29166666666669
南投縣,2023/07/01,200.77083333333331
南投縣,2023/07/02,218.0
南投縣,2023/07/03,242.20833333333331
南投縣,2023/07/04,215.95833333333331
南投縣,2023/07/05,196.9945652173913
南投縣,2023/07/06,222.89583333333331
南投縣,2023/07/07,240.29166666666666
南投縣,2023/07/08,248.95833333333331
南投縣,2023/07/09,216.5
南投縣,2023/07/10,215.981884057971
南投縣,2023/07/11,187.33333333333334
南投縣,2023/07/12,246.29166666666669
南投縣,2023/07/13,237.5625
南投縣,2023/07/14,228.25
南投縣,2023/07/15,256.5833333333333
南投縣,2023/07/16,222.25
南投縣,2023/07/17,216.10416666666669
南投縣,2023/07/18,193.66666666666669
南投縣,2023/07/19,200.85416666666666
南投縣,2023/07/20,224.25
南投縣,2023/07/21,221.1875
南投縣,2023/07/22,223.58333333333334
南投縣,2023/07/23,200.875
南投縣,2023/07/24,208.5625
南投縣,2023/07/25,250.5
南投縣,2023/07/26,165.52083333333334
南投縣,2023/07/27,186.35416666666669
南投縣,2023/07/28,190.70833333333331
南投縣,2023/07/29,209.83333333333331
南投縣,2023/07/30,186.97916666666669
南投縣,2023/07/31,225.625
南投縣,2023/08/01,246.91666666666669
南投縣,2023/08/02,250.83333333333334
南投縣,2023/08/03,221.16666666666666
南投縣,2023/08/04,193.0
南投縣,2023/08/05,185.625
南投縣,2023/08/06,215.375
南投縣,2023/08/07,229.0625
南投縣,2023/08/08,240.04166666666669
南投縣,2023/08/09,224.89583333333331
南投縣,2023/08/10,166.72916666666669
南投縣,2023/08/11,200.10416666666669
南投縣,2023/08/12,209.5
南投縣,2023/08/13,201.8125
南投縣,2023/08/14,213.79166666666669
南投縣,2023/08/15,195.89583333333334
南投縣,2023/08/16,198.75
南投縣,2023/08/17,185.3125
南投縣,2023/08/18,195.91666666666666
南投縣,2023/08/19,209.79166666666669
南投縣,2023/08/20,232.77083333333331
南投縣,2023/08/21,233.85416666666669
南投縣,2023/08/22,239.58333333333334
南投縣,2023/08/23,232.10416666666669
南投縣,2023/08/24,231.72916666666669
南投縣,2023/08/25,217.18478260869566
南投縣,2023/08/26,198.02083333333331
南投縣,2023/08/27,210.25
南投縣,2023/08/28,234.35416666666666
南投縣,2023/08/29,224.64583333333334
南投縣,2023/08/30,171.39583333333334
南投縣,2023/08/31,248.08514492753622
南投縣,2023/09/01,202.4375
南投縣,2023/09/02,222.52083333333334
南投縣,2023/09/03,149.08333333333331
南投縣,2023/09/04,177.14583333333334
南投縣,2023/09/05,182.04166666666669
南投縣,2023/09/06,192.8125
南投縣,2023/09/07,209.8125
南投縣,2023/09/08,188.89583333333331
南投縣,2023/09/09,180.04166666666669
南投縣,2023/09/10,188.83333333333331
南投縣,2023/09/11,235.0
南投縣,2023/09/12,221.33333333333331
南投縣,2023/09/13,234.64583333333331
南投縣,2023/09/14,238.375
南投縣,2023/09/15,227.47916666666666
南投縣,2023/09/16,239.375
南投縣,2023/09/17,208.83333333333334
南投縣,2023/09/18,238.47916666666669
南投縣,2023/09/19,228.02083333333331
南投縣,2023/09/20,236.08333333333331
南投縣,2023/09/21,258.6666666666667
南投縣,2023/09/22,228.80615942028984
南投縣,2023/09/23,208.58333333333331
南投縣,2023/09/24,252.8125
南投縣,2023/09/25,215.625
南投縣,2023/09/26,224.22916666666666
南投縣,2023/09/27,228.95833333333331
南投縣,2023/09/28,235.66666666666666
南投縣,2023/09/29,235.47916666666669
南投縣,2023/09/30,237.89583333333331
南投縣,2023/10/01,208.72916666666669
南投縣,2023/10/02,195.37121212121212
南投縣,2023/10/03,189.66666666666669
南投縣,2023/10/04,195.4375
南投縣,2023/10/05,143.72916666666666
南投縣,2023/10/06,219.79166666666669
南投縣,2023/10/07,223.47916666666669
南投縣,2023/10/08,210.6875
南投縣,2023/10/09,223.375
南投縣,2023/10/10,176.85416666666669
南投縣,2023/10/11,185.64583333333334
南投縣,2023/10/12,256.1875
南投縣,2023/10/13,237.0625
南投縣,2023/10/14,244.66666666666669
南投縣,2023/10/15,234.02083333333334
南投縣,2023/10/16,263.8541666666667
南投縣,2023/10/17,254.27083333333331
南投縣,2023/10/18,240.625
南投縣,2023/10/19,234.75
南投縣,2023/10/20,209.33333333333334
南投縣,2023/10/21,232.75
南投縣,2023/10/22,255.33333333333331
南投縣,2023/10/23,234.79166666666666
南投縣,2023/10/24,240.6875
南投縣,2023/10/25,237.3125
南投縣,2023/10/26,237.77083333333334
南投縣,2023/10/27,233.625
南投縣,2023/10/28,231.41666666666666
南投縣,2023/10/29,254.52083333333334
南投縣,2023/10/30,230.91666666666669
南投縣,2023/10/31,227.72916666666666
南投縣,2023/11/01,251.27083333333334
南投縣,2023/11/02,246.04166666666669
南投縣,2023/11/03,250.4375
南投縣,2023/11/04,232.91666666666669
南投縣,2023/11/05,230.64583333333331
南投縣,2023/11/06,225.6875
南投縣,2023/11/07,233.29166666666669
南投縣,2023/11/08,229.85416666666669
南投縣,2023/11/09,254.33333333333334
南投縣,2023/11/10,218.02083333333334
南投縣,2023/11/11,227.6875
南投縣,2023/11/12,225.54166666666666
南投縣,2023/11/13,198.75
南投縣,2023/11/14,232.52083333333334
南投縣,2023/11/15,228.16666666666666
南投縣,2023/11/16,155.1875
南投縣,2023/11/17,215.875
南投縣,2023/11/18,230.20833333333331
南投縣,2023/11/19,221.22916666666666
南投縣,2023/11/20,216.625
南投縣,2023/11/21,208.14583333333334
南投縣,2023/11/22,223.1875
南投縣,2023/11/23,228.5
南投縣,2023/11/24,232.95833333333334
南投縣,2023/11/25,231.70833333333331
南投縣,2023/11/26,202.29166666666666
南投縣,2023/11/27,217.39583333333331
南投縣,2023/11/28,226.1875
南投縣,2023/11/29,187.10416666666669
南投縣,2023/11/30,211.8125
南投縣,2023/12/01,200.6875
南投縣,2023/12/02,228.45833333333331
南投縣,2023/12/03,201.1875
南投縣,2023/12/04,159.60416666666666
南投縣,2023/12/05,208.76539855072463
南投縣,2023/12/06,221.625
南投縣,2023/12/07,200.54166666666669
南投縣,2023/12/08,227.25
南投縣,2023/12/09,217.91666666666669
南投縣,2023/12/10,197.85416666666669
南投縣,2023/12/11,241.10416666666666
南投縣,2023/12/12,239.52083333333334
南投縣,2023/12/13,210.33333333333331
南投縣,2023/12/14,234.14583333333331
南投縣,2023/12/15,215.02083333333331
南投縣,2023/12/16,192.1875
南投縣,2023/12/17,244.9375
南投縣,2023/12/18,200.5625
南投縣,2023/12/19,168.91666666666666
南投縣,2023/12/20,167.0
南投縣,2023/12/21,204.89583333333331
南投縣,2023/12/22,182.04166666666666
南投縣,2023/12/23,156.8125
南投縣,2023/12/24,167.0
南投縣,2023/12/25,179.3125
南投縣,2023/12/26,220.35416666666669
南投縣,2023/12/27,226.5625
南投縣,2023/12/28,178.39583333333331
南投縣,2023/12/29,213.875
南投縣,2023/12/30,210.89583333333334
南投縣,2023/12/31,217.91666666666669
嘉義市,2023/01/01,152.875
嘉義市,2023/01/02,68.625
嘉義市,2023/01/03,85.875
嘉義市,2023/01/04,87.16666666666667
嘉義市,2023/01/05,82.58333333333333
嘉義市,2023/01/06,64.125
嘉義市,2023/01/07,195.45833333333334
嘉義市,2023/01/08,202.125
嘉義市,2023/01/09,126.45833333333333
嘉義市,2023/01/10,200.33333333333334
嘉義市,2023/01/11,204.625
嘉義市,2023/01/12,183.625
嘉義市,2023/01/13,209.16666666666666
嘉義市,2023/01/14,186.70833333333334
